No.,SMILE,Alias,MW,R2,R3,R4,ALogP_86,PAMPA %R,PAMPA Papp  (x10-6cm/s),PAMPA Papp SD (x10-6cm/s),logDdec/w,logDoct/w
43,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-03,654.83986,LA02,Ala,LA08,2.355,77.69040131,7.501099481,0.144312346,0.969468657,2.966645719
53,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-13,696.9196,LA02,Leu,LA08,3.586,16.65319535,6.313709579,0.656844552,2.375415269,3.354931112
62,N41[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub02-22,730.93582,LA02,Phe,LA08,3.911,10.49606389,2.362995796,0.357260297,2.43643006,
73,N51[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub02-33,780.9945,LA02,Nal,LA08,4.819,,,,,3.535907256
83,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-03,668.86644,LA03,Ala,LA08,2.674,65.4925168,10.4249435,1.099089908,1.45180099,2.650851322
93,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-13,710.94618,LA03,Leu,LA08,3.906,11.72385118,3.645151946,0.8556998,3.092316847,2.777467344
102,N41[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub03-22,744.9624,LA03,Phe,LA08,4.23,,,,,2.852306736
113,N51[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub03-33,795.02108,LA03,Nal,LA08,5.138,32.38654542,0.016780432,0.005653137,3.323714431,3.085953743
123,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-03,712.919,LA13,Ala,LA08,2.14,68.76899718,10.61254721,0.234097583,1.306122811,3.280193185
133,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-13,754.99874,LA13,Leu,LA08,3.372,11.11623831,6.691799698,0.54128817,2.734453483,3.447358437
142,N41[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub04-22,789.01496,LA13,Phe,LA08,3.696,7.707401587,2.99229596,0.380685518,2.813434794,
153,N51[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub04-33,839.07364,LA13,Nal,LA08,4.604,,,,,3.656746247
163,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-03,725.91776,LA16,Ala,LA08,1.309,102.663418,0.321524299,0.050822183,-0.634387743,2.277880821
173,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-13,767.9975,LA16,Leu,LA08,2.54,55.72294434,3.965212566,0.563434476,0.725853985,3.015630597
182,N51[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub05-22,802.01372,LA16,Phe,LA08,2.865,29.32120699,3.772433984,0.463740023,1.029900179,2.891018454
193,N61[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(Cc5ccccc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub05-33,852.0724,LA16,Nal,LA08,3.773,,,,,3.051564341
203,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-03,737.32772,LA20,Ala,LA08,3.73,15.27300263,3.274952756,0.213512821,2.50978659,3.405079706
213,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-13,779.40746,LA20,Leu,LA08,4.962,33.30560055,0.234136158,0.027563496,3.240077513,3.295122508
222,N51[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub06-22,813.42368,LA20,Phe,LA08,5.286,54.05933507,0.007793906,0.002971222,3.127906166,3.381260019
233,N61[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(Cc5ccccc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub06-33,863.48236,LA20,Nal,LA08,6.194,,,,,3.608352003
243,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-03,744.9624,LA23,Ala,LA08,4.299,7.771121504,1.696827536,0.223391284,3.001332674,3.049758997
253,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-13,787.04214,LA23,Leu,LA08,5.531,21.10533901,0.029266368,0.016353916,3.560716593,3.088018599
262,N51[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub07-22,821.05836,LA23,Phe,LA08,5.855,,,,,3.157732046
273,N61[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(Cc5ccccc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub07-33,871.11704,LA23,Nal,LA08,6.764,,,,,3.394834243
283,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](C)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-03,746.89216,LA24,Ala,LA08,2.834,28.59503685,7.773286543,1.13169105,1.616615604,3.211096849
293,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-13,788.9719,LA24,Leu,LA08,4.066,21.20217405,0.21493964,0.021947561,2.941705595,2.31655117
302,N61[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccccc4)C(=O)N(Cc5ccccc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub08-22,822.98812,LA24,Phe,LA08,4.39,40.32070485,0.031032953,0.01336281,3.016375758,3.206548958
313,N71[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccc5ccccc5c4)C(=O)N(Cc6ccccc6)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C7=O,Sub08-33,873.0468,LA24,Nal,LA08,5.298,,,,,3.000897513
323,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-03,749.93916,LA27,Ala,LA08,3.255,15.30255208,7.954176105,1.528329523,2.358405364,3.068138976
333,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-13,792.0189,LA27,Leu,LA08,4.487,8.958906709,0.320781415,0.035501405,3.481824627,2.893749982
342,N51[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub09-22,826.03512,LA27,Phe,LA08,4.811,18.2518455,0.106987417,0.0287706,3.301636627,2.960954184
353,N61[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(Cc5ccccc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub09-33,876.0938,LA27,Nal,LA08,5.72,,,,,3.391662357
363,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-03,782.97062,LA33,Ala,LA08,3.299,60.26521214,5.558408791,0.350094944,1.112910382,3.19849469
373,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc3ccccc3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-13,825.05036,LA33,Leu,LA08,4.531,13.61666069,2.199341872,0.118540769,2.259812479,3.228849176
382,N51[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(Cc4ccccc4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub10-22,859.06658,LA33,Phe,LA08,4.855,23.83086921,0.350078653,0.037597641,2.238786392,3.022809266
393,N61[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(Cc5ccccc5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub10-33,909.12526,LA33,Nal,LA08,5.763,,,,,1.406060175
4,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-04,646.86092,LA01,Ala,LA11,2.436,73.19204175,9.057769358,1.07508346,0.94381021,2.826038983
15,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-15,688.94066,LA01,Leu,LA11,3.668,12.03891643,6.798988041,0.388458971,2.64224347,2.885408559
24,N41[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub01-24,722.95688,LA01,Phe,LA11,3.992,7.44545643,2.890228224,0.074687754,2.890581904,
34,N51[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub01-34,773.01556,LA01,Nal,LA11,4.901,,,,,3.188589732
44,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-04,660.8875,LA02,Ala,LA11,2.96,53.89002497,11.62576354,0.491211138,1.614897361,3.317144543
55,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-15,702.96724,LA02,Leu,LA11,4.192,10.92737072,2.003908504,0.376433544,2.773947238,
64,N41[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub02-24,736.98346,LA02,Phe,LA11,4.516,10.54224343,0.593493457,0.11588721,2.757295046,3.381294261
74,N51[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub02-34,787.04214,LA02,Nal,LA11,5.424,21.14292789,0.057089353,0.014599905,2.679707697,3.956252308
84,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-04,674.91408,LA03,Ala,LA11,3.279,36.76866028,11.0030383,1.32988409,2.145135361,2.82363219
95,N31[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub03-15,716.99382,LA03,Leu,LA11,4.511,11.17871575,0.636281289,0.096441947,3.60068734,2.855701842
104,N41[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub03-24,751.01004,LA03,Phe,LA11,4.835,,,,,2.937989662
114,N51[C@H](CCC1)C(=O)N(CC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub03-34,801.06872,LA03,Nal,LA11,5.744,,,,,3.153211696
124,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-04,718.96664,LA13,Ala,LA11,2.745,46.62294994,15.45535625,0.937316501,1.926477247,3.52550447
135,N31[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCCCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub04-15,761.04638,LA13,Leu,LA11,3.977,7.181970181,1.721609492,0.385941994,3.053084793,3.347673135
144,N41[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub04-24,795.0626,LA13,Phe,LA11,4.301,8.52616689,0.78296324,0.253409723,3.029319293,3.575082987
154,N51[C@H](CCC1)C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub04-34,845.12128,LA13,Nal,LA11,5.21,15.49609463,0.104248062,0.074132886,3.146333016,3.754482131
164,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-04,731.9654,LA16,Ala,LA11,1.914,93.80211779,1.190486132,0.195193029,-0.026847706,2.731965349
175,N41[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub05-15,774.04514,LA16,Leu,LA11,3.146,34.34454683,6.68058053,0.638836552,1.254889976,3.156463187
184,N51[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub05-24,808.06136,LA16,Phe,LA11,3.47,15.47168229,4.810617733,0.629632666,1.473401433,3.142874575
194,N61[C@H](CCC1)C(=O)N(CCN2CCOCC2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCCCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub05-34,858.12004,LA16,Nal,LA11,4.378,9.343148529,0.380942744,0.078074387,1.820161735,3.252945538
204,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-04,743.37536,LA20,Ala,LA11,4.335,14.25872069,0.981242468,0.120722884,3.051419028,
215,N41[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub06-15,785.4551,LA20,Leu,LA11,5.567,43.2777677,0.079418779,0.022116209,3.228873027,3.339820745
224,N51[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub06-24,819.47132,LA20,Phe,LA11,5.891,,,,,3.456376698
234,N61[C@H](CCC1)C(=O)N(Cc2ccc(Cl)cc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCCCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub06-34,869.53,LA20,Nal,LA11,6.8,67.31979669,0,0,3.094614323,3.724902557
244,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-04,751.01004,LA23,Ala,LA11,4.905,,,,,3.252756726
255,N41[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub07-15,793.08978,LA23,Leu,LA11,6.136,27.07281095,0.00701839,0.012156208,3.065437663,2.954445925
264,N51[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub07-24,827.106,LA23,Phe,LA11,6.46,,,,,3.34489916
274,N61[C@H](CCC1)C(=O)N(CCCCc2ccccc2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCCCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub07-34,877.16468,LA23,Nal,LA11,7.369,,,,,2.21646315
284,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](C)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-04,752.9398,LA24,Ala,LA11,3.439,15.31767051,5.642081843,1.050846673,2.322519565,3.259118454
295,N51[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub08-15,795.01954,LA24,Leu,LA11,4.671,26.7895874,0.031586903,0.02088289,3.317780645,3.207242388
304,N61[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccccc4)C(=O)N(CC5CCCCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub08-24,829.03576,LA24,Phe,LA11,4.995,47.39728169,0.029071223,0.008458399,3.238999267,3.230463739
314,N71[C@H](CCC1)C(=O)N(Cc2ccc3OCOc3c2)CC(=O)N[C@@H](Cc4ccc5ccccc5c4)C(=O)N(CC6CCCCC6)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C7=O,Sub08-34,879.09444,LA24,Nal,LA11,5.903,59.37822349,0.000757251,0.001311597,3.146952628,2.273347347
324,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-04,755.9868,LA27,Ala,LA11,3.861,8.031139571,4.111916612,0.706507965,2.996130052,3.114507578
335,N41[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub09-15,798.06654,LA27,Leu,LA11,5.092,11.80119066,0.116891925,0.025564894,3.575468975,2.991574936
344,N51[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub09-24,832.08276,LA27,Phe,LA11,5.417,,,,,2.938788346
354,N61[C@H](CCC1)C(=O)N(Cc2noc(CC(C)C)c2)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCCCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub09-34,882.14144,LA27,Nal,LA11,6.325,,,,,2.811392971
364,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-04,789.01826,LA33,Ala,LA11,3.904,38.74888233,10.35991258,0.661719038,1.7472428,3.324078853
375,N41[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC3CCCCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub10-15,831.098,LA33,Leu,LA11,5.136,13.37673631,0.49423428,0.047542678,2.432700382,2.938878929
384,N51[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccccc3)C(=O)N(CC4CCCCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub10-24,865.11422,LA33,Phe,LA11,5.46,27.17479702,0.112912932,0.029036492,2.333199883,3.253958031
394,N61[C@H](CCC1)C(=O)N(Cc2ccccc2Cn1cccn1)CC(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)N(CC5CCCCC5)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C6=O,Sub10-34,915.1729,LA33,Nal,LA11,6.369,53.04179407,0.014840872,0.004431075,2.240834537,
5,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-05,648.83374,LA01,Ala,LA12,0.667,90.62834005,0.05378244,0.006148899,-1.600656459,1.508429823
16,N31[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub01-16,690.91348,LA01,Leu,LA12,1.899,88.66633714,1.778877914,0.172114033,0.000875264,2.468612938
25,N41[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(CC3CCOCC3)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C4=O,Sub01-25,724.9297,LA01,Phe,LA12,2.223,76.45925873,3.176629474,0.337544489,0.477263335,2.667565049
35,N51[C@H](CCC1)C(=O)N(CC)CC(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N(CC4CCOCC4)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C5=O,Sub01-35,774.98838,LA01,Nal,LA12,3.131,27.37398952,5.85431973,0.451738932,1.498033225,3.040252649
45,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-05,662.86032,LA02,Ala,LA12,1.19,,,,,1.959291329
56,N31[C@H](CCC1)C(=O)N(CCC)CC(=O)N[C@@H](CC(C)C)C(=O)N(CC2CCOCC2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C3=O,Sub02-16,704.94006,LA02,Leu,LA12,2.422,88.5583062,4.55448683,0.11688024,0.661975057,2.796051274
